date,id,region,pid,province,cases acc,cases new,deaths acc,deaths new
2020-03-07,8,Castila-La Mancha,45,Toledo,2,0,0.0,0.0
2020-03-07,9,Cataluña,8,Barcelona,28,3,,
2020-03-07,18,Ceuta,51,Ceuta,0,0,0.0,0.0
2020-03-07,10,Comunitat Valenciana,3,Alicante,9,3,0.0,0.0
2020-03-07,10,Comunitat Valenciana,12,Castellón,3,0,0.0,0.0
2020-03-07,10,Comunitat Valenciana,46,Valencia,25,3,0.0,0.0
2020-03-07,5,Extremadura,6,Badajoz,4,0,0.0,0.0
2020-03-07,5,Extremadura,10,Cáceres,2,0,0.0,0.0
2020-03-07,12,Galicia,15,"Coruña, A",1,0,0.0,0.0
2020-03-07,12,Galicia,27,Lugo,0,0,0.0,0.0
2020-03-07,12,Galicia,32,Ourense,0,0,0.0,0.0
2020-03-07,12,Galicia,36,Pontevedra,3,0,0.0,0.0
2020-03-07,17,"Rioja, La",26,"Rioja, La",39,10,0.0,0.0
2020-03-07,13,"Madrid, Comunidad de",28,Madrid,506,201,4.0,2.0
2020-03-07,19,Melilla,52,Melilla,0,0,0.0,0.0
2020-03-07,14,"Murcia, Región de",30,Murcia,0,0,0.0,0.0
2020-03-07,15,"Navarra, Comunidad Foral de",31,Navarra,3,0,0.0,0.0
2020-03-07,16,País Vasco,1,Araba,66,28,3.0,2.0
2020-03-07,16,País Vasco,48,Bizkaia,13,3,3.0,2.0
2020-03-07,16,País Vasco,20,Gipuzkoa,4,2,3.0,2.0
2020-03-08,1,Andalucía,4,Almería,0,0,0.0,0.0
2020-03-08,1,Andalucía,11,Cádiz,2,1,0.0,0.0
2020-03-08,1,Andalucía,14,Córdoba,0,0,0.0,0.0
2020-03-08,1,Andalucía,18,Granada,0,0,0.0,0.0
2020-03-08,1,Andalucía,21,Huelva,0,0,0.0,0.0
2020-03-08,1,Andalucía,23,Jaén,4,1,0.0,0.0
2020-03-08,1,Andalucía,29,Málaga,16,5,0.0,0.0
2020-03-08,1,Andalucía,41,Sevilla,5,0,0.0,0.0
2020-03-08,2,Aragón,22,Huesca,0,0,0.0,0.0
2020-03-08,2,Aragón,44,Teruel,0,0,0.0,0.0
2020-03-08,2,Aragón,50,Zaragoza,21,7,2.0,1.0
2020-03-08,3,"Asturias, Principado de",33,Asturias,7,2,0.0,0.0
2020-03-08,4,"Balears, Illes",7,"Balears, Illes",8,2,0.0,0.0
2020-03-08,5,Canarias,35,"Palmas, Las",0,0,0.0,0.0
2020-03-08,5,Canarias,38,Santa Cruz de Tenerife,9,0,0.0,0.0
2020-03-08,6,Cantabria,39,Cantabria,12,2,0.0,0.0
2020-03-08,8,Castila-La Mancha,2,Albacete,1,0,0.0,0.0
2020-03-08,8,Castila-La Mancha,13,Ciudad Real,2,1,0.0,0.0
2020-03-08,8,Castila-La Mancha,16,Cuenca,0,0,0.0,0.0
2020-03-08,8,Castila-La Mancha,19,Guadalajara,15,3,0.0,0.0
2020-03-08,8,Castila-La Mancha,45,Toledo,3,1,0.0,0.0
2020-03-08,9,Cataluña,8,Barcelona,32,4,,
2020-03-08,18,Ceuta,51,Ceuta,0,0,0.0,0.0
2020-03-08,10,Comunitat Valenciana,3,Alicante,14,5,0.0,0.0
2020-03-08,10,Comunitat Valenciana,12,Castellón,3,0,0.0,0.0
2020-03-08,10,Comunitat Valenciana,46,Valencia,25,0,0.0,0.0
2020-03-08,5,Extremadura,6,Badajoz,5,1,0.0,0.0
2020-03-08,5,Extremadura,10,Cáceres,3,1,0.0,0.0
2020-03-08,12,Galicia,15,"Coruña, A",2,1,0.0,0.0
2020-03-08,12,Galicia,27,Lugo,0,0,0.0,0.0
2020-03-08,12,Galicia,32,Ourense,0,0,0.0,0.0
2020-03-08,12,Galicia,36,Pontevedra,4,1,0.0,0.0
2020-03-08,17,"Rioja, La",26,"Rioja, La",55,16,0.0,0.0
2020-03-08,13,"Madrid, Comunidad de",28,Madrid,727,221,8.0,4.0
2020-03-08,19,Melilla,52,Melilla,0,0,0.0,0.0
2020-03-08,14,"Murcia, Región de",30,Murcia,1,1,0.0,0.0
